q10	684	6.053097345132743	0.009689724920322487	1.4681167281022771	1.6630008120888446	1.7296831228932559	0.5180204180234047	1.1585771745530227	1.5133600199914374	1.9982528015290255	3.5263514997074097	4.174484384955767	4.355533798394135	4.0709869701732835	3.3846806892438868	3.510174941387633	3.947703839431796	3.939584219624028	2.6680991442499145	1.269199997706585	0.160907520671253	-0.5862288460963664	-1.0740372459439258	-1.186021904759628	-0.7386077234942066	-0.29314681266861214	-1.3781911265601146	-2.802052907761497	-3.6358930410438504	-4.2612830908185915	-4.527340256474701	-4.418946148727916	-4.415659212838907	-4.574939293310665	-4.605584835274188	-4.652591827448277	-4.6389742906523885	-4.6924028311236015	-4.690230704585486	-4.657388505317729	-4.598552053426854	-4.547779697234262
q11	437	2.401098901098901	0.9092931465488437	1.5784786820664372	1.6599105239998981	1.5994516770976341	2.124096675354258	2.018222104051962	1.3748933525306288	0.3753421207639084	-0.3544230892448173	-0.6137102204793601	-0.3556358482870496	-0.14169110644521138	-0.0325248283944199	-0.1735544488777835	-0.6291126279801119	-1.605171091918611	-2.5328675701027543	-3.242578433393714	-3.8574324355182203	-4.213292661800684	-4.226623014397169	-4.0052710165713785	-3.754946145535945	-4.2827511907545315	-4.60652585156233	-4.4334625523205995	-4.150548785095598	-3.81870263452187	-3.5470964775832274	-3.396963413492075	-3.296747386506834	-3.303669221341398	-3.278440846853274	-3.293118935037298	-3.2978745482618588	-3.2924731228025066	-3.2519499956905014	-3.2336672665503743	-3.164094836100624	-3.1174538699176817
q12	137	1.0	0.5725117922569192	1.1459010013583377	1.2229195188438529	1.1244479517832664	1.3273712387842225	1.6604859535955863	1.5502870239507653	0.8984355903003162	0.26302736474039834	-0.2900393632337523	-0.3441853353043917	-0.4181096115218822	-0.3650006152648035	-0.2612405348852038	-0.07260792444158543	0.1984649224891275	0.5968288812717834	0.9288252427591112	1.1041866862188703	1.1749546000256532	1.2933013753147062	1.4432796262362486	1.5218615100033326	1.7802172547001045	2.442648046399023	3.518339665390633	4.459867813644414	5.201126156458648	5.74979208758086	5.990050242117788	6.133093284335112	6.295379126740451	6.5206461431131295	6.712521461467348	6.798216562839075	6.955635464881608	6.927184816289036	6.8710648217714745	6.728480211979264	6.681763029812397
q13	423	3.1333333333333333	0.4791336724925717	0.8679055643897039	1.0376212371650104	0.7174817701105678	1.3482290325607413	0.6446389427661494	-0.8019071056113718	-1.5711370624955212	-2.0875022131373324	-1.8541278089950448	-1.445708076773931	-1.858928269758173	-2.2492426879278504	-2.9176273763251834	-3.8153638138837147	-4.845387727385188	-5.521711352474044	-5.973498734397295	-6.5370233043200345	-6.852676248283907	-6.474929281585172	-5.899295482324915	-5.789172514109745	-6.87997871133864	-6.779727357884726	-5.874684504890763	-5.137115371645239	-4.630035739798222	-4.306776905677167	-4.195366031217554	-4.156668634143688	-4.129399665617716	-4.156195186102232	-4.162842397491069	-4.197587013251423	-4.1917456931973724	-4.171233739291691	-4.111472257617044	-4.047190724489465	-3.9844778525732454
q14	451	3.4166666666666665	0.582149617147609	1.670487909315764	1.9097421522579556	2.2006066837907152	1.7379169701228476	2.06430131620895	2.07796538004042	1.1812653994170246	0.5732290538878069	0.4862138862402874	0.803128708647532	1.3661380671150583	0.8926883266802906	-0.2228131928548546	-1.7860406550769385	-2.9671076136419052	-3.875568623527486	-4.453456854403468	-4.950402758845937	-5.284787626268615	-5.3391302748447504	-4.865533846152042	-4.355883691333317	-5.237884892062023	-6.497169314944288	-6.253059553152877	-5.7893706026803695	-5.357081300110349	-5.051628118065327	-4.909528350052959	-4.870613638299019	-4.870322783408178	-4.883604162333295	-4.912664720082907	-4.968846827209146	-4.999886765329718	-5.0264369677858936	-4.950289678691274	-4.864826248726509	-4.808303213093739
q15	410	1.9617224880382775	-0.8977015009965928	-2.1140667468723415	-2.052398658580101	-1.3990892228420961	-0.4975465464235186	-0.7707680036665381	-1.2175114164604346	-1.8505035344938974	-2.3897811117053362	-2.6608801779520537	-2.530589281132922	-2.647710732784962	-2.482595038615939	-2.513834875125591	-2.3609824590935453	-2.1243498777306087	-1.7037770597989743	-1.0133911777819087	-0.054993341064079215	0.5103544018719599	0.3612314862245697	0.5669051074664577	1.3882827697342874	1.7649826590784072	2.17771549346853	1.4168086228844006	-0.33442240783463717	-1.5150413904566828	-2.377454810962868	-3.0681007039218002	-3.409337188244788	-3.6150728028596957	-3.7065988023395557	-3.7998676436603924	-3.874615958057145	-3.938551695014098	-3.9319764422052486	-3.843131284900499	-3.8271733242951282	-3.7878917960582856
q16	266	1.1515151515151516	0.9487387435732949	-0.4551045465021582	-0.6117882167923753	-0.48186704069073616	0.09563857680633195	-0.33423686229340227	-0.28382373963673646	0.1469836239374089	0.4778354287635004	0.914503386334857	1.571858465998953	1.9088262886558673	2.5133156399328507	2.871563797716969	3.23394748711382	3.5056890439151633	3.9277304677063625	4.359573425908935	4.7030151911550595	5.02646589645612	5.4554432441491185	6.036973826066593	6.308353799181702	6.53326818869383	7.321757174066794	8.700666590562486	9.565239445757584	10.110509419736575	10.565944412224372	10.703075998415633	10.653094683435873	10.458674776176897	10.185703945434758	9.859554278778699	9.600495385912613	9.323538364301934	9.091162729583205	8.984970337213722	8.962179424216997	8.87705683780681
q17	533	5.857142857142857	0.8960718001282321	1.9831199443531375	2.354056524203333	2.8592588675155692	1.9631490481029532	0.9770911082611583	0.38622632429000825	-0.8799809993283275	-1.7234721126230128	-2.07158532435212	-2.553432851599424	-2.5116673743500395	-2.810975718531253	-2.960967597670645	-3.2112343175530453	-3.3218443179854713	-3.323261307095228	-3.159517916437412	-3.0077559099818596	-2.6996211983410383	-1.941086310949402	-0.6259861278754159	0.9342269920812535	0.3904136551838348	-0.6626628369772006	0.12160731992068072	0.718014366315967	-0.792571976808347	-2.808232582812491	-3.6378240640734907	-3.8890596078816833	-4.083740947889698	-4.106372887442513	-4.154199424209447	-4.153063163898043	-4.194128421945846	-4.170568625778586	-4.127449159838358	-4.021629565398582	-3.972695819837798
q18	509	4.544642857142857	2.7226184388999783	2.2567560607381054	2.4023889252050634	2.028603668359443	2.435944329859981	2.6142003236519056	2.9678911500590734	3.4089126894624036	3.942841420056851	4.506383447433534	4.980773570828408	5.451565674729934	5.800362495356283	6.104086298248904	6.419315440652926	6.727425589707709	7.084752429284758	7.443632415950136	7.65060634153694	7.861539961803665	8.269647784032909	8.614974321332529	8.883559686488967	9.15749262920864	9.85639754033644	10.95763869037732	11.753308701251335	12.395220422515344	12.874119361942988	13.126063426811285	13.43338296468909	13.797947213225484	14.214399489381504	14.62062273210507	15.13386145200734	15.575311644864028	15.81869160842589	15.726274005255236	15.48988740261344	15.257339958476786
q19	109	1.0380952380952382	-5.7259556108280325	-6.823502824554497	-6.86908498947648	-6.439854664872342	-5.357113229905995	-5.212572597488145	-4.797718388857804	-4.416966341626338	-4.45282533429418	-4.717151828920624	-4.906617515518213	-5.206364143933452	-5.109664244332249	-4.887902696492549	-4.534091185376117	-4.279048420462375	-3.8112051114441927	-3.5683756725671536	-3.353698674192988	-3.467982012120782	-3.655169226885046	-3.694085916671292	-3.668065879113289	-3.415242341370851	-3.0230659152114323	-2.591427188290838	-2.080692176586375	-1.6702417374934366	-1.2949134163240528	-1.2972356349990635	-1.3373969133430619	-1.4028198450851166	-1.3788439059441737	-1.4513910741439775	-1.5163388478769249	-1.5793307141940012	-1.5902238109630629	-1.6136302396262474	-1.596867668053284	-1.6598893844315246
q20	661	4.264516129032258	3.81497981318406	1.7530777515493607	1.163958710981662	1.4783597012788625	1.8235201124272835	1.1074175491299312	1.4310380930769258	2.2962092556357185	2.699423398115532	3.142382182772201	3.8391979024229554	4.114019386071508	4.779321057528603	5.127868663345072	5.510511081946399	5.765158898185708	6.1637359343501785	6.546778310636111	6.863014646609741	7.0939207632579135	7.443402363181645	7.877904252111633	8.099476834412512	8.372132628707362	9.18612849446598	10.448186094838068	11.379827996272594	12.07210940878773	12.66032697785308	13.039508663673173	13.403823123753657	13.755447708901897	14.142651831619345	14.565336355260504	15.048046713176607	15.519131829672192	15.702757549328593	15.601087201877782	15.363301325428786	15.18367700417437
q21	601	2.875598086124402	0.7825613931879856	1.467209938733792	1.4053675714885532	1.4934164177882874	1.5652827113517818	2.2170340095875463	2.112014897364032	1.4015109032417	0.24447375094244042	-0.5440612230181343	-1.089417091929694	-1.3600129476976914	-1.680928874957125	-1.8496874971310067	-2.0174115910158608	-2.06105316324007	-1.8928335127779043	-1.5103268666605847	-0.9115276997720216	-0.01324356662941962	1.1618371547148139	1.2341151998182207	0.08379407824423249	-0.2422228507245402	0.11739276385120395	-1.0593940689584815	-2.854613988862032	-3.945978717343005	-4.463494444935879	-4.6870316289737435	-4.768471377357227	-4.839089783635011	-4.905675683684878	-4.882155585122988	-4.931579047778896	-4.988112604518345	-4.941698007804403	-4.893885116060283	-4.824284382792013	-4.771485574526819
q22	192	1.263157894736842	-2.7738354512031163	-2.9336931073747112	-2.6600160750246213	-2.59340865239356	-1.6133325235096938	-2.0808907819630176	-3.1212757310924215	-4.258045420379889	-5.197553013922497	-5.686579805767135	-5.643837994194379	-5.739224512212352	-5.749724284948268	-6.083463134405882	-6.4977562126383015	-6.873950314322081	-6.8701879416802	-6.627496721690465	-6.475330551053844	-6.301516835198036	-6.089519050108756	-5.7481769613334	-5.638628362428861	-5.885963096187151	-5.5635261492231445	-5.351703657913801	-5.226208872387862	-4.912101601819788	-4.719231258001519	-4.634719320784275	-4.5743854282891965	-4.556202459325685	-4.503175984614334	-4.593543320509766	-4.639505154272585	-4.641681826774773	-4.650553460987476	-4.631176449762405	-4.546411535983876	-4.430882275784565
q23	554	2.756218905472637	-7.084543248580405	-8.32328516555287	-8.4717044750731	-8.249562892350662	-7.674873100111284	-7.831688149155451	-7.8154685705307685	-8.14988990175313	-8.40573808542931	-8.441096234151987	-8.298001941780619	-8.205706368622815	-7.80069808127482	-7.516224511081806	-7.567980819496109	-7.5455567058096	-7.40307952472889	-7.177452650746775	-7.069919022291889	-7.098989460118539	-7.1282833563816945	-7.01318530958003	-6.981982822160324	-6.9261665568980195	-6.5981317579680905	-6.039228162558888	-5.560417978294043	-5.1658515974770225	-4.856072167288582	-4.807279448787573	-4.810023377777854	-4.865673807846883	-4.952185366239849	-5.002750033777098	-5.06937796393084	-5.141608803060233	-5.166075905327082	-5.183934445813162	-5.204782772703917	-5.230156126796303
q24	168	1.037037037037037	-1.9086362227152753	-3.159023383187208	-3.4788692664501175	-3.3532133518513607	-2.5329599946243393	-3.1586197926494854	-3.5912627105110806	-3.690528118145682	-3.850848702878446	-3.8007797943466968	-3.393699608137745	-3.231397031299937	-2.819089938602872	-2.5639994690698664	-2.2467752749507537	-2.040191345987046	-1.6277686838998382	-1.1939488987338147	-0.7864970934779626	-0.5010685074625078	-0.2489990183649508	0.17027669534705336	0.6268251610480655	0.819788138011031	1.3471451829888894	2.0930383681606104	2.5307760640363144	2.9652592443866688	3.2429797970857703	3.2904224787190177	3.186529470285035	3.1218657001345056	3.0156580784688094	2.892241000974594	2.709048553702757	2.6174502930703203	2.496615199870259	2.4185397246320024	2.347094710058922	2.3498987022934923
q25	96	1.263157894736842	4.271434831347232	4.342808373797046	4.49554890503995	4.510771328932341	5.307197826361551	5.575412195694681	5.548891311995149	5.204399405986201	4.86651322959487	4.6548034657319715	4.839169816169565	4.59384117964155	4.720208437454343	4.863115666563037	4.928000102664155	4.936144060808565	5.059892574721622	5.186143066463651	5.176582409122183	5.1976930848018865	5.2566444543801465	5.338408023582115	5.213559243018326	5.2300403967327265	5.697839139922426	6.425442378092433	7.048381174286998	7.425943537646038	7.7556200170134515	7.803174999757254	7.7535232661335955	7.816962256228776	7.785721459706519	7.704765209207095	7.655364834663442	7.670759460705643	7.618360037736832	7.5851722821706185	7.596396992866897	7.593779809601688
q26	429	1.3322981366459627	0.6594917671719439	1.0624329807926578	1.0067300546817228	0.8578887236035183	1.3864005442872203	1.1137623103043266	0.8924588741509469	0.4139092369460269	-0.5115883872170014	-1.117013158552802	-1.4859983887145516	-1.7622521682233372	-1.7903824913667383	-1.7216866925440095	-1.4761238729087371	-1.0061102934765749	-0.3289348470006344	0.08975254032965838	-0.16164519105728886	-0.9377577065363186	-1.7904169917174848	-2.3839654588745045	-2.6877841940036475	-2.667654860660131	-2.834043064800984	-3.622944381901343	-4.229094121730039	-4.385933846375695	-4.302653072863076	-4.210900246047495	-4.217716525404236	-4.218820769397077	-4.21713383731592	-4.215551756515228	-4.3032683924435835	-4.339851076553298	-4.286460922750085	-4.251623691409354	-4.1531608488682075	-4.120186745038912
q27	346	1.8210526315789475	-0.24074239468859937	0.35011473710619645	0.4506572992401154	-0.017571656189751386	0.2765376940816592	-0.29220794300951625	-1.5265041824226477	-2.367160121839974	-3.089366596699148	-3.6878536267656563	-3.6057441296139556	-4.074913308810401	-4.055656632239352	-4.1639388877622086	-4.102596158909241	-3.8656945911671925	-3.424367477820517	-2.7174902053971843	-2.036158484843878	-1.7261838655389874	-2.3731170871896166	-3.0783335204806184	-3.5226868595729153	-3.4299342306561944	-3.365156899654464	-4.099971147795906	-4.313409678609685	-4.163046497771684	-3.911713032028479	-3.797488863981753	-3.75812683792778	-3.7343400436907785	-3.723650828082811	-3.739244372469687	-3.7792043851444843	-3.771526842166494	-3.75344384950199	-3.6793694744944894	-3.6555262633292505	-3.6160398948867427
q28	167	1.0	-1.1543337872287294	-2.5778870479270757	-2.8428848230275547	-2.8689638146515417	-2.177430076222168	-2.5896413245970575	-2.636022004795374	-2.3917476112223857	-2.1317079041481564	-1.858516751720548	-1.3512438187751263	-0.9833506240548077	-0.37016443471063004	-0.006920281340097056	0.284797960890622	0.5898550667740473	1.0296698569677059	1.5023643709777856	2.0149916326613013	2.5330472428117856	2.8184199996026393	3.1490090075609065	3.2840695008270404	3.50416375234356	4.346321179899083	5.610735743204779	6.561367448836107	7.160489327619961	7.423619762843836	7.559514334089032	7.702116352148441	7.657103442399207	7.59038860423992	7.519684374430804	7.4430986911360835	7.322970857360114	7.219564866879302	7.20410610972457	7.074940937106489	6.941489696879551
q29	207	8.625	2.109740995049409	4.225870616063332	4.815272032971403	5.11185949103481	4.392767716873252	5.3755777111716	6.00242416767778	5.766255500947644	5.347712222089314	5.33466193552076	4.7713370709958625	4.331620221524624	3.89372279831508	3.679611961948928	3.7237781293081373	3.6937033952997007	3.558843957764913	3.1951467304370125	3.0082094757074676	2.9702380632193703	2.710137718334504	2.157840667109162	1.6419301373307382	1.4264508628260344	0.7063533739584232	-0.7284132319129835	-1.919363594374764	-2.6452272995872375	-2.9813761291447207	-3.0260893946279284	-3.081106671574642	-3.083332299819324	-3.040911908311409	-2.916187087337466	-2.873030887733094	-2.8613702966006627	-2.7930451288381235	-2.6957021076425276	-2.639373785717704	-2.5573058955555537
q30	221	2.6626506024096384	0.7508299768867018	1.0047353284664702	1.0769504023811551	0.8070873119621546	1.3391254282242895	0.9544684921352324	0.1126293867561951	-0.7614466314987771	-1.4070234811569353	-1.7140252721041247	-1.3277154144017655	-1.4724482871681486	-1.4042291105535945	-1.4334345916223692	-1.3785517303873838	-1.4961500709644664	-1.657617933066793	-1.7910269168470745	-1.8677032629585126	-2.0586550082206054	-2.273741531462094	-2.380842906799901	-2.555281523279969	-2.847422365223878	-2.6395849364613317	-2.1298761235638572	-1.6720328082838412	-1.3228492562718457	-1.0882957796447734	-0.8630333997879666	-0.7820306497189061	-0.753850771303087	-0.6871249642545032	-0.6852402012893686	-0.6726111258874089	-0.6890684699970168	-0.6294755780113126	-0.5867916290234756	-0.5932855143955871	-0.6348508675882534
q31	476	4.907216494845361	0.7034104989176625	1.692078644637748	1.7804931190075146	1.7132343024123469	0.9661400044586267	1.2159772359338763	1.5013136674842944	2.1809121749207567	3.447863430782319	4.372395559644093	4.13873981611675	3.7449193377967926	3.147865797976832	3.281905344403153	3.8203993065758466	4.141037555891567	3.1826173382686376	1.9331688411352028	0.8643461538938946	0.13127079567208447	-0.223303740081731	-0.3200061814213088	0.026933575877631073	0.469544517840169	-0.4721702524917475	-1.7652204014282695	-2.469194479202272	-2.9158966515801037	-3.0907310445436202	-2.9859572664969627	-2.955217058974539	-3.0158006517069453	-3.0500444697968856	-3.0062942235605123	-3.019856274171784	-3.0403391313365593	-3.0472383653481177	-3.015341587990393	-2.928058945138453	-2.8729272757198276
q32	792	7.841584158415841	0.3063429538608576	1.462307058616455	1.609505464376106	1.711027782355492	0.7819447122503888	1.4884468695761475	2.1541518182616435	3.1754857113083523	4.626618334062413	4.573925246366612	4.009534626666924	4.376847768096871	3.9431018602532273	2.44047919701497	0.7031277237417107	-0.6428568245509315	-1.4668352004653045	-2.0595625189044378	-2.672390698662072	-3.175310814550305	-3.388644418477389	-3.1230982946655366	-2.6377173431978584	-2.1467559278259	-3.1642277275784125	-4.257678363266165	-4.393477387700742	-4.0969035575340635	-4.2237863881573094	-4.097828204187081	-4.09289332795207	-4.04202174083575	-4.090083090230219	-4.143530118406795	-4.154987418921659	-4.1511546385550515	-4.184180140030479	-4.144025700171703	-4.0627290625713615	-4.042607214082426
q33	134	4.32258064516129	1.3628583001965595	1.7889784947574652	1.9632734959030635	2.4764673899724454	1.603862366512608	2.049199933106437	2.7183414071662733	2.841782901536368	3.119705300815011	3.1331477325035837	2.338392263532604	2.4503428009862627	1.9444405479074405	1.8936301249263443	1.7843705452350633	2.091856871704226	2.654947402116547	3.440557464132636	4.295655299746738	5.059965338809268	5.0311032586587725	4.51933622832385	4.28428843301179	4.323361168820115	4.109511000977636	3.132191106294344	1.93439331311693	0.9481554483194823	0.2436389434040145	-0.25401573940868594	-0.43697023882243957	-0.44117374138092397	-0.447090106658875	-0.4984640933207113	-0.5222128637630309	-0.4909245442835782	-0.4542971796758169	-0.40703795759792083	-0.42636848371002467	-0.38523460448984553
q34	152	1.0482758620689656	0.4608595417360578	-0.3582607446331968	-0.367975806245196	-0.16671717032766004	0.3009778704847856	-0.07860981280763399	-0.24980560869872392	-0.10832423901074492	-0.07273065202561152	-0.020423023958810547	0.42357754799459807	0.6346756153778103	1.0177940323027836	1.2484059632116173	1.5200664128038965	1.7964645093432565	2.153982810717959	2.3576868889429257	2.5504146509104557	2.596906747890234	2.651133330631198	2.7327608292874466	2.66075594281021	2.7196964052327535	3.1746510156156305	3.917800130781456	4.463218325420668	4.6929979471658525	4.8523815560776855	4.831855979218063	4.700295993663605	4.479716393965602	4.381090908372084	4.163855640271155	4.060370219156634	3.8539796104936026	3.685437197745849	3.62268507860759	3.665332271650745	3.735059476099389
q35	238	7.933333333333334	-9.263824503951735	-10.757355591000936	-11.39947247361218	-11.878762463933649	-11.877675201983077	-12.54012867346685	-12.80768894660421	-12.751687972849142	-12.499310298307885	-12.396163832456855	-12.238903489617126	-12.121134155187024	-12.072101614747854	-12.076723395330891	-12.22382557979098	-12.362019197206507	-12.48245421983464	-12.468036272230602	-12.488200976203533	-12.57754255207382	-12.540323460596005	-12.41705290058272	-12.233635047173022	-12.206023876837643	-12.02866339038307	-11.569910223511364	-11.23004289104	-11.097411553888401	-11.04541035135075	-11.029868485267794	-11.053655820905693	-11.161750573417688	-11.21928886145553	-11.349896282735058	-11.416503397311523	-11.48875655937884	-11.525520115471032	-11.5734833657049	-11.584237606019919	-11.593596689191378
